model,dataset,severity,error_count,avg_confidence,avg_comet
MISTRAL_TRAINED,drepturile_copiluluimistral_trained_error_analysis_output.json,minor,87,0.3968716325431034,0.9266391492438042
MISTRAL_TRAINED,drepturile_copiluluimistral_trained_error_analysis_output.json,,0,,0.9716925802139136
MISTRAL_TRAINED,drepturile_economice_culturalemistral_trained_error_analysis_output.json,critical,11,0.3974609375,0.38280521739612927
MISTRAL_TRAINED,drepturile_economice_culturalemistral_trained_error_analysis_output.json,major,57,0.4015427974232456,0.6590314789822227
MISTRAL_TRAINED,drepturile_economice_culturalemistral_trained_error_analysis_output.json,minor,53,0.3821215359669811,0.9086263494671516
MISTRAL_TRAINED,drepturile_economice_culturalemistral_trained_error_analysis_output.json,,0,,0.9623792297403577
MISTRAL_TRAINED,drepturile_omului_mistral_trained_error_analysis_output.json,critical,4,0.47808837890625,0.49658203125
MISTRAL_TRAINED,drepturile_omului_mistral_trained_error_analysis_output.json,major,12,0.3994140625,0.6942697862784067
MISTRAL_TRAINED,drepturile_omului_mistral_trained_error_analysis_output.json,minor,33,0.3793723366477273,0.9076542348572703
MISTRAL_TRAINED,drepturile_omului_mistral_trained_error_analysis_output.json,,0,,0.9882795030420477
MISTRAL_TRAINED,flores+mistral_trained_error_analysis_output.json,critical,131,0.4829381112833969,0.3082538185683826
MISTRAL_TRAINED,flores+mistral_trained_error_analysis_output.json,major,1088,0.42460497687844667,0.6237133294891786
MISTRAL_TRAINED,flores+mistral_trained_error_analysis_output.json,minor,580,0.3928479424838362,0.8911530669393211
MISTRAL_TRAINED,flores+mistral_trained_error_analysis_output.json,,0,,0.9361493088455008
MISTRAL_TRAINED,from_training_dataset_mistral_trained_error_analysis_output.json,critical,118,0.4403076171875,0.484538328091977
MISTRAL_TRAINED,from_training_dataset_mistral_trained_error_analysis_output.json,major,1623,0.4254187244878312,0.6895149881944052
MISTRAL_TRAINED,from_training_dataset_mistral_trained_error_analysis_output.json,minor,1139,0.391386572994403,0.9158643005813183
MISTRAL_TRAINED,from_training_dataset_mistral_trained_error_analysis_output.json,,0,,0.9545834030217735
MISTRAL_TRAINED,ksaembassyroumistral_trained_error_analysis_output.json,critical,221,0.501220703125,0.17374951011454898
MISTRAL_TRAINED,ksaembassyroumistral_trained_error_analysis_output.json,major,15,0.33055013020833335,0.31455891927083335
MISTRAL_TRAINED,ksaembassyroumistral_trained_error_analysis_output.json,minor,4,0.35601806640625,0.8322609663009644
MISTRAL_TRAINED,ksaembassyroumistral_trained_error_analysis_output.json,,0,,0.2861287805594896
MISTRAL_TRAINED,statutul_refugiatilor_mistral_trained_error_analysis_output.json,critical,15,0.4649251302083333,0.28875182271003724
MISTRAL_TRAINED,statutul_refugiatilor_mistral_trained_error_analysis_output.json,major,169,0.4019825952292899,0.6641498320906826
MISTRAL_TRAINED,statutul_refugiatilor_mistral_trained_error_analysis_output.json,minor,88,0.39540238813920453,0.9202626896175471
MISTRAL_TRAINED,statutul_refugiatilor_mistral_trained_error_analysis_output.json,,0,,0.9096163654966014
NLLB,arabia_saudita_guvern_nllb_error_analysis_output.json,critical,85,0.43471105238970587,0.21949868412578807
NLLB,arabia_saudita_guvern_nllb_error_analysis_output.json,major,457,0.40263383393736324,0.47167074289050614
NLLB,arabia_saudita_guvern_nllb_error_analysis_output.json,minor,114,0.38672945792214913,0.8658574908448938
NLLB,arabia_saudita_guvern_nllb_error_analysis_output.json,,0,,0.7739402905983084
NLLB,conventia_geneva_nllb_error_analysis_output.json,critical,130,0.45575608473557694,0.2390077652839514
NLLB,conventia_geneva_nllb_error_analysis_output.json,major,522,0.40443344408524906,0.5268538327052675
NLLB,conventia_geneva_nllb_error_analysis_output.json,minor,130,0.3842303936298077,0.8581855984834524
NLLB,conventia_geneva_nllb_error_analysis_output.json,,0,,0.9287711503059883
NLLB,drepturile_copiluluinllb_error_analysis_output.json,critical,15,0.44990234375,0.407561331987381
NLLB,drepturile_copiluluinllb_error_analysis_output.json,major,229,0.4173973116812227,0.6069321398131191
NLLB,drepturile_copiluluinllb_error_analysis_output.json,minor,94,0.39061461103723405,0.8861090116044308
NLLB,drepturile_copiluluinllb_error_analysis_output.json,,0,,0.9927024815672187
NLLB,drepturile_economice_culturalenllb_error_analysis_output.json,critical,13,0.39295372596153844,0.45780964539601254
NLLB,drepturile_economice_culturalenllb_error_analysis_output.json,major,146,0.4265220328553082,0.6162361184211627
NLLB,drepturile_economice_culturalenllb_error_analysis_output.json,minor,107,0.40531450788551404,0.8764349016073708
NLLB,drepturile_economice_culturalenllb_error_analysis_output.json,,0,,0.9973437786102295
NLLB,drepturile_omului_nllb_error_analysis_output.json,critical,3,0.4983723958333333,0.4767167965571086
NLLB,drepturile_omului_nllb_error_analysis_output.json,major,46,0.422607421875,0.6928537967412368
NLLB,drepturile_omului_nllb_error_analysis_output.json,minor,20,0.39202880859375,0.9170852392911911
NLLB,drepturile_omului_nllb_error_analysis_output.json,,0,,0.9966011842091879
NLLB,flores+nllb_error_analysis_output.json,critical,81,0.47414219232253085,0.3412679915810809
NLLB,flores+nllb_error_analysis_output.json,major,1431,0.4331406140810622,0.6005443964364394
NLLB,flores+nllb_error_analysis_output.json,minor,751,0.3952519687291944,0.8936767874164048
NLLB,flores+nllb_error_analysis_output.json,,0,,0.9595100788097808
NLLB,from_training_dataset_nllb_error_analysis_output.json,critical,117,0.45397636217948717,0.4467076570050329
NLLB,from_training_dataset_nllb_error_analysis_output.json,major,1709,0.4291300765250146,0.6836265327290111
NLLB,from_training_dataset_nllb_error_analysis_output.json,minor,1216,0.39206294009560033,0.9115217545216805
NLLB,from_training_dataset_nllb_error_analysis_output.json,,0,,0.9637064610612832
NLLB,ksaembassyrounllb_error_analysis_output.json,critical,293,0.4723537822632253,0.1580485195023208
NLLB,ksaembassyrounllb_error_analysis_output.json,major,77,0.36690214082792205,0.2701908133246682
NLLB,ksaembassyrounllb_error_analysis_output.json,minor,3,0.3404134114583333,0.6888070106506348
NLLB,ksaembassyrounllb_error_analysis_output.json,,0,,0.2554607888062795
NLLB,statutul_refugiatilor_nllb_error_analysis_output.json,critical,43,0.42296511627906974,0.20482212859530782
NLLB,statutul_refugiatilor_nllb_error_analysis_output.json,major,206,0.41106762932342233,0.6174642981834781
NLLB,statutul_refugiatilor_nllb_error_analysis_output.json,minor,113,0.3924657771017699,0.9006939583120093
NLLB,statutul_refugiatilor_nllb_error_analysis_output.json,,0,,0.881003454948465
NLLB_TRAINED,arabia_saudita_guvern_nllb_trained_error_analysis_output.json,critical,111,0.41811611416103606,0.18923130013921238
NLLB_TRAINED,arabia_saudita_guvern_nllb_trained_error_analysis_output.json,major,366,0.4052100676656421,0.5070357417148319
NLLB_TRAINED,arabia_saudita_guvern_nllb_trained_error_analysis_output.json,minor,124,0.3892408801663306,0.8613118687945027
NLLB_TRAINED,arabia_saudita_guvern_nllb_trained_error_analysis_output.json,,0,,0.7960448796684677
NLLB_TRAINED,conventia_geneva_nllb_trained_error_analysis_output.json,critical,174,0.46857461161997127,0.18617842834571313
NLLB_TRAINED,conventia_geneva_nllb_trained_error_analysis_output.json,major,478,0.40613712326752094,0.5448133923019824
NLLB_TRAINED,conventia_geneva_nllb_trained_error_analysis_output.json,minor,129,0.38930209847383723,0.8601513370987057
NLLB_TRAINED,conventia_geneva_nllb_trained_error_analysis_output.json,,0,,0.9391851723194122
NLLB_TRAINED,drepturile_copiluluinllb_trained_error_analysis_output.json,critical,17,0.44021426930147056,0.33328710934695077
NLLB_TRAINED,drepturile_copiluluinllb_trained_error_analysis_output.json,major,189,0.41252144303902116,0.638954152190496
NLLB_TRAINED,drepturile_copiluluinllb_trained_error_analysis_output.json,minor,107,0.389180691442757,0.8849456081880587
NLLB_TRAINED,drepturile_copiluluinllb_trained_error_analysis_output.json,,0,,0.9902365737491183
NLLB_TRAINED,drepturile_economice_culturalenllb_trained_error_analysis_output.json,critical,3,0.4688313802083333,0.540582021077474
NLLB_TRAINED,drepturile_economice_culturalenllb_trained_error_analysis_output.json,major,119,0.41068966649159666,0.637865996160427
NLLB_TRAINED,drepturile_economice_culturalenllb_trained_error_analysis_output.json,minor,66,0.3968727805397727,0.8976810014609135
NLLB_TRAINED,drepturile_economice_culturalenllb_trained_error_analysis_output.json,,0,,0.9813315210671261
NLLB_TRAINED,drepturile_omului_nllb_trained_error_analysis_output.json,critical,4,0.40692138671875,0.5482451170682907
NLLB_TRAINED,drepturile_omului_nllb_trained_error_analysis_output.json,major,50,0.4345947265625,0.6706361889839172
NLLB_TRAINED,drepturile_omului_nllb_trained_error_analysis_output.json,minor,16,0.4025421142578125,0.9330402240157127
NLLB_TRAINED,drepturile_omului_nllb_trained_error_analysis_output.json,,0,,0.9960925579071045
NLLB_TRAINED,flores+nllb_trained_error_analysis_output.json,critical,86,0.4724177870639535,0.35614817121694253
NLLB_TRAINED,flores+nllb_trained_error_analysis_output.json,major,1416,0.433143745034428,0.6041111637980251
NLLB_TRAINED,flores+nllb_trained_error_analysis_output.json,minor,736,0.3962412295134171,0.8946500030224738
NLLB_TRAINED,flores+nllb_trained_error_analysis_output.json,,0,,0.9696567052188404
NLLB_TRAINED,from_training_dataset_nllb_trained_error_analysis_output.json,critical,99,0.45335927635732326,0.44865242760590834
NLLB_TRAINED,from_training_dataset_nllb_trained_error_analysis_output.json,major,1767,0.43174880955539047,0.6845774058575136
NLLB_TRAINED,from_training_dataset_nllb_trained_error_analysis_output.json,minor,1160,0.3946390086206897,0.9170607759520926
NLLB_TRAINED,from_training_dataset_nllb_trained_error_analysis_output.json,,0,,0.9743686039504167
NLLB_TRAINED,ksaembassyrounllb_trained_error_analysis_output.json,critical,290,0.49150895743534484,0.1460381962102035
NLLB_TRAINED,ksaembassyrounllb_trained_error_analysis_output.json,major,73,0.3582312178938356,0.25808542231990866
NLLB_TRAINED,ksaembassyrounllb_trained_error_analysis_output.json,minor,1,0.34033203125,0.676367998123169
NLLB_TRAINED,ksaembassyrounllb_trained_error_analysis_output.json,,0,,0.29343026876449585
NLLB_TRAINED,statutul_refugiatilor_nllb_trained_error_analysis_output.json,critical,44,0.4182517311789773,0.24238566376946188
NLLB_TRAINED,statutul_refugiatilor_nllb_trained_error_analysis_output.json,major,182,0.41218986092032966,0.613128743656389
NLLB_TRAINED,statutul_refugiatilor_nllb_trained_error_analysis_output.json,minor,127,0.39107291154035434,0.8928808837425052
NLLB_TRAINED,statutul_refugiatilor_nllb_trained_error_analysis_output.json,,0,,0.8673896497609664
OPENNMT_GEMINI,arabia_saudita_guvern,critical,95,0.4378392269736842,0.2460033096765217
OPENNMT_GEMINI,arabia_saudita_guvern,major,290,0.4006490773168103,0.508393250662705
OPENNMT_GEMINI,arabia_saudita_guvern,minor,116,0.38829935008081895,0.8895855068132795
OPENNMT_GEMINI,arabia_saudita_guvern,,0,,0.6249927930972156
OPENNMT_GEMINI,conventia_geneva,critical,182,0.4530820741758242,0.20053541234561376
OPENNMT_GEMINI,conventia_geneva,major,505,0.4107441212871287,0.5738244979688437
OPENNMT_GEMINI,conventia_geneva,minor,109,0.38220550817087157,0.8827503624312375
OPENNMT_GEMINI,conventia_geneva,,0,,0.6174434546629588
OPENNMT_GEMINI,drepturile_copilului,critical,59,0.4528849973516949,0.30372954021065923
OPENNMT_GEMINI,drepturile_copilului,major,244,0.4156013863985656,0.679794035241252
OPENNMT_GEMINI,drepturile_copilului,minor,80,0.387835693359375,0.903211472928524
OPENNMT_GEMINI,drepturile_copilului,,0,,0.8359944764524698
OPENNMT_GEMINI,drepturile_economice_culturale,critical,15,0.437353515625,0.44463476339975994
OPENNMT_GEMINI,drepturile_economice_culturale,major,166,0.4151817229856928,0.6596799259444317
OPENNMT_GEMINI,drepturile_economice_culturale,minor,58,0.3823326373922414,0.8948387020620806
OPENNMT_GEMINI,drepturile_economice_culturale,,0,,0.7391615705830711
OPENNMT_GEMINI,drepturile_omului,critical,19,0.444091796875,0.3445355656899904
OPENNMT_GEMINI,drepturile_omului,major,92,0.4186985181725543,0.6698510225700296
OPENNMT_GEMINI,drepturile_omului,minor,14,0.3770054408482143,0.9185945774827685
OPENNMT_GEMINI,drepturile_omului,,0,,0.7200273789208511
OPENNMT_GEMINI,flores+,critical,93,0.4798177083333333,0.3751945896174318
OPENNMT_GEMINI,flores+,major,1144,0.43171787928868005,0.632793748972716
OPENNMT_GEMINI,flores+,minor,744,0.3945378129200269,0.8940234079316098
OPENNMT_GEMINI,flores+,,0,,0.9380528444714017
OPENNMT_GEMINI,from_training_dataset,critical,2,0.462646484375,0.48716355860233307
OPENNMT_GEMINI,from_training_dataset,major,2,0.414306640625,0.6265615224838257
OPENNMT_GEMINI,from_training_dataset,,0,,0.2116164427876245
OPENNMT_GEMINI,ksaembassyrou,critical,202,0.5106708790996287,0.09143629242288004
OPENNMT_GEMINI,ksaembassyrou,major,35,0.39058314732142857,0.26505301339285714
OPENNMT_GEMINI,ksaembassyrou,,0,,0.24610969500663954
OPENNMT_GEMINI,statutul_refugiatilor,critical,54,0.4136058666087963,0.2885471643121154
OPENNMT_GEMINI,statutul_refugiatilor,major,237,0.4114109473892405,0.5709934828150625
OPENNMT_GEMINI,statutul_refugiatilor,minor,97,0.4005013692010309,0.9268289693852061
OPENNMT_GEMINI,statutul_refugiatilor,,0,,0.8431774904119208
OPENNMT_LEALLA,arabia_saudita_guvern,critical,78,0.4294683994391026,0.22279906731385452
OPENNMT_LEALLA,arabia_saudita_guvern,major,344,0.4021812261537064,0.5269473189877909
OPENNMT_LEALLA,arabia_saudita_guvern,minor,127,0.3802749753937008,0.8482362778168026
OPENNMT_LEALLA,arabia_saudita_guvern,,0,,0.6611156074537171
OPENNMT_LEALLA,conventia_geneva,critical,150,0.45766764322916664,0.20932415584723155
OPENNMT_LEALLA,conventia_geneva,major,494,0.40545431901568824,0.5529634071747783
OPENNMT_LEALLA,conventia_geneva,minor,102,0.3842940984987745,0.8651668213161767
OPENNMT_LEALLA,conventia_geneva,,0,,0.6787172064312503
OPENNMT_LEALLA,drepturile_copilului,critical,75,0.5372526041666666,0.2773372983932495
OPENNMT_LEALLA,drepturile_copilului,major,237,0.41178488429588606,0.6718562944528925
OPENNMT_LEALLA,drepturile_copilului,minor,91,0.38565901871565933,0.9027598310302902
OPENNMT_LEALLA,drepturile_copilului,,0,,0.9309734304745992
OPENNMT_LEALLA,drepturile_economice_culturale,critical,28,0.5543038504464286,0.26271489688328337
OPENNMT_LEALLA,drepturile_economice_culturale,major,178,0.4076435217696629,0.6544656455516815
OPENNMT_LEALLA,drepturile_economice_culturale,minor,46,0.391060207201087,0.8987492452497068
OPENNMT_LEALLA,drepturile_economice_culturale,,0,,0.8653418219089508
OPENNMT_LEALLA,drepturile_omului,critical,17,0.5580911075367647,0.36326435734243956
OPENNMT_LEALLA,drepturile_omului,major,100,0.41111328125,0.6820574879646302
OPENNMT_LEALLA,drepturile_omului,minor,14,0.395751953125,0.9490122028759548
OPENNMT_LEALLA,drepturile_omului,,0,,0.8171467625576517
OPENNMT_LEALLA,flores+,critical,94,0.45392495013297873,0.3649553637555305
OPENNMT_LEALLA,flores+,major,1148,0.4270278983830575,0.6344919330359337
OPENNMT_LEALLA,flores+,minor,654,0.39382533268826453,0.894232573312357
OPENNMT_LEALLA,flores+,,0,,0.9607279424173424
OPENNMT_LEALLA,from_training_dataset,critical,3,0.4678548177083333,0.48388800024986267
OPENNMT_LEALLA,from_training_dataset,major,2,0.394287109375,0.6581777334213257
OPENNMT_LEALLA,from_training_dataset,,0,,0.21168505067188018
OPENNMT_LEALLA,ksaembassyrou,critical,293,0.5308175461284129,0.08370219216818696
OPENNMT_LEALLA,ksaembassyrou,major,34,0.3893037683823529,0.2681884765625
OPENNMT_LEALLA,ksaembassyrou,minor,3,0.3224283854166667,0.7995570302009583
OPENNMT_LEALLA,ksaembassyrou,,0,,0.22924270264564023
OPENNMT_LEALLA,statutul_refugiatilor,critical,53,0.4510521079009434,0.2438412567354598
OPENNMT_LEALLA,statutul_refugiatilor,major,211,0.41182126592120855,0.5828552008805117
OPENNMT_LEALLA,statutul_refugiatilor,minor,104,0.3952988844651442,0.8920501527877954
OPENNMT_LEALLA,statutul_refugiatilor,,0,,0.8737885688626489
OPENNMT_WITHOUT_DIALECTS,arabia_saudita_guvern,critical,116,0.4266441608297414,0.24112737795402264
OPENNMT_WITHOUT_DIALECTS,arabia_saudita_guvern,major,297,0.40299643571127947,0.5513340268873607
OPENNMT_WITHOUT_DIALECTS,arabia_saudita_guvern,minor,106,0.39405909124410377,0.8773846924304962
OPENNMT_WITHOUT_DIALECTS,arabia_saudita_guvern,,0,,0.6795634007131731
OPENNMT_WITHOUT_DIALECTS,conventia_geneva,critical,156,0.4554146008613782,0.22503386877286127
OPENNMT_WITHOUT_DIALECTS,conventia_geneva,major,575,0.4124053158967391,0.5358115601539611
OPENNMT_WITHOUT_DIALECTS,conventia_geneva,minor,139,0.4040984009667266,0.8955530965928551
OPENNMT_WITHOUT_DIALECTS,conventia_geneva,,0,,0.6646417537514044
OPENNMT_WITHOUT_DIALECTS,drepturile_copilului,critical,75,0.5125065104166666,0.3242591436704
OPENNMT_WITHOUT_DIALECTS,drepturile_copilului,major,217,0.404213619671659,0.5892714619087184
OPENNMT_WITHOUT_DIALECTS,drepturile_copilului,minor,91,0.3825200678228022,0.8818892325673785
OPENNMT_WITHOUT_DIALECTS,drepturile_copilului,,0,,0.8416906621526269
OPENNMT_WITHOUT_DIALECTS,drepturile_economice_culturale,critical,28,0.48805454799107145,0.3565644110952105
OPENNMT_WITHOUT_DIALECTS,drepturile_economice_culturale,major,137,0.40484574589416056,0.5909886351467049
OPENNMT_WITHOUT_DIALECTS,drepturile_economice_culturale,minor,55,0.3850230823863636,0.8966220985759389
OPENNMT_WITHOUT_DIALECTS,drepturile_economice_culturale,,0,,0.7838958728572597
OPENNMT_WITHOUT_DIALECTS,drepturile_omului,critical,14,0.564453125,0.32466880551406313
OPENNMT_WITHOUT_DIALECTS,drepturile_omului,major,66,0.4040934244791667,0.504804557020014
OPENNMT_WITHOUT_DIALECTS,drepturile_omului,minor,18,0.3958604600694444,0.9344854123062558
OPENNMT_WITHOUT_DIALECTS,drepturile_omului,,0,,0.7534535519587688
OPENNMT_WITHOUT_DIALECTS,flores+,critical,94,0.4596206989694149,0.38007785760341806
OPENNMT_WITHOUT_DIALECTS,flores+,major,1271,0.4295351762268883,0.6218519654450315
OPENNMT_WITHOUT_DIALECTS,flores+,minor,633,0.39250754406101895,0.8843353878453633
OPENNMT_WITHOUT_DIALECTS,flores+,,0,,0.9465385715902588
OPENNMT_WITHOUT_DIALECTS,from_training_dataset,critical,4,0.417724609375,0.5622367858886719
OPENNMT_WITHOUT_DIALECTS,from_training_dataset,major,1,0.440673828125,0.6320546865463257
OPENNMT_WITHOUT_DIALECTS,from_training_dataset,,0,,0.2119007937948004
OPENNMT_WITHOUT_DIALECTS,ksaembassyrou,critical,177,0.5335038179731638,0.10013349396360796
OPENNMT_WITHOUT_DIALECTS,ksaembassyrou,major,35,0.37633231026785713,0.21915595701762608
OPENNMT_WITHOUT_DIALECTS,ksaembassyrou,,0,,0.24956617162034317
OPENNMT_WITHOUT_DIALECTS,statutul_refugiatilor,critical,57,0.44985265899122806,0.3015622392035367
OPENNMT_WITHOUT_DIALECTS,statutul_refugiatilor,major,232,0.3994551033809267,0.5668828744312813
OPENNMT_WITHOUT_DIALECTS,statutul_refugiatilor,minor,79,0.3934990605221519,0.9023247670523727
OPENNMT_WITHOUT_DIALECTS,statutul_refugiatilor,,0,,0.7960304589225695
OPENNMT_WITHOUT_DUPLICATES,arabia_saudita_guvern,critical,98,0.431453782684949,0.2046641017101249
OPENNMT_WITHOUT_DUPLICATES,arabia_saudita_guvern,major,348,0.39977325790229884,0.5203506809541549
OPENNMT_WITHOUT_DUPLICATES,arabia_saudita_guvern,minor,93,0.3821509576612903,0.8655412741886672
OPENNMT_WITHOUT_DUPLICATES,arabia_saudita_guvern,,0,,0.6106643171021433
OPENNMT_WITHOUT_DUPLICATES,conventia_geneva,critical,148,0.5000577359586149,0.2115976878920117
OPENNMT_WITHOUT_DUPLICATES,conventia_geneva,major,461,0.40972251643844904,0.5584312851930647
OPENNMT_WITHOUT_DUPLICATES,conventia_geneva,minor,102,0.38099101945465685,0.8518194649733749
OPENNMT_WITHOUT_DUPLICATES,conventia_geneva,,0,,0.41414800234909716
OPENNMT_WITHOUT_DUPLICATES,drepturile_copilului,critical,46,0.49215565557065216,0.3125661268182423
OPENNMT_WITHOUT_DUPLICATES,drepturile_copilului,major,194,0.4069396343427835,0.6448385325289264
OPENNMT_WITHOUT_DUPLICATES,drepturile_copilului,minor,102,0.38614190793504904,0.891988709861157
OPENNMT_WITHOUT_DUPLICATES,drepturile_copilului,,0,,0.656697476548808
OPENNMT_WITHOUT_DUPLICATES,drepturile_economice_culturale,critical,15,0.488623046875,0.38187688986460366
OPENNMT_WITHOUT_DUPLICATES,drepturile_economice_culturale,major,147,0.4016445445365646,0.6005625197676574
OPENNMT_WITHOUT_DUPLICATES,drepturile_economice_culturale,minor,54,0.38793041087962965,0.8982705297293486
OPENNMT_WITHOUT_DUPLICATES,drepturile_economice_culturale,,0,,0.6216032589259355
OPENNMT_WITHOUT_DUPLICATES,drepturile_omului,critical,5,0.470361328125,0.524813848733902
OPENNMT_WITHOUT_DUPLICATES,drepturile_omului,major,82,0.4148068311737805,0.6693548313001307
OPENNMT_WITHOUT_DUPLICATES,drepturile_omului,minor,9,0.3758138020833333,0.9325274162822299
OPENNMT_WITHOUT_DUPLICATES,drepturile_omului,,0,,0.6982554424750177
OPENNMT_WITHOUT_DUPLICATES,flores+,critical,83,0.4453448559864458,0.36310849168214454
OPENNMT_WITHOUT_DUPLICATES,flores+,major,1214,0.4289874559179366,0.6274302195776039
OPENNMT_WITHOUT_DUPLICATES,flores+,minor,676,0.3938891168176775,0.8950297668488068
OPENNMT_WITHOUT_DUPLICATES,flores+,,0,,0.9494108726369573
OPENNMT_WITHOUT_DUPLICATES,from_training_dataset,critical,2,0.481689453125,0.43809129297733307
OPENNMT_WITHOUT_DUPLICATES,from_training_dataset,major,2,0.39404296875,0.6579335927963257
OPENNMT_WITHOUT_DUPLICATES,from_training_dataset,,0,,0.2115631129393596
OPENNMT_WITHOUT_DUPLICATES,ksaembassyrou,critical,218,0.5407300476634175,0.06445952457025511
OPENNMT_WITHOUT_DUPLICATES,ksaembassyrou,major,26,0.36977914663461536,0.21855418040202215
OPENNMT_WITHOUT_DUPLICATES,ksaembassyrou,,0,,0.23870327414535894
OPENNMT_WITHOUT_DUPLICATES,statutul_refugiatilor,critical,44,0.42262406782670453,0.32750890065323224
OPENNMT_WITHOUT_DUPLICATES,statutul_refugiatilor,major,239,0.4042212833420502,0.582542297730386
OPENNMT_WITHOUT_DUPLICATES,statutul_refugiatilor,minor,106,0.3925251510908019,0.9080008273979403
OPENNMT_WITHOUT_DUPLICATES,statutul_refugiatilor,,0,,0.7960292079618999
